brand,model,aggregateRating/ratingValue,aggregateRating/reviewCount,offers/price,offers/priceCurrency,dimentions/depth,dimentions/width,dimentions: depth x width,features/0/description,features/1/description,upc,weight,URL
Microsoft,GSRF 5BT-00058,3.6,5,721,USD,8.8,12.1,8.8 x 12.1,"Use Windows Hello for a fast, secure, and password-free way to unlock Surface Laptop 4, and save time with the familiar features and trusted security such as the included antivirus, firewall, and Internet protection. <a href=""/Windows10"" target=""_blank"" >Learn more</a>","Windows Ink compatible computers let you take notes on the screen, mark up photos and screenshots, or create content through the Ink enabled apps. <a href=""/windowsink"" target=""_blank"" >Learn more</a>",13803266986,13.3 oz 3.2 oz,https://www.bestbuy.com/site/Microsoft-GSRF 5BT-00058/
HP,15U.G5.i7.16.256,3.6,5,374,USD,8.8,12.1,8.8 x 12.1,256 GB SSD of storage.,Multitasking is easy with 16 GB of RAM,13803266986,13.3 oz 3.2 oz,https://www.bestbuy.com/site/HP-15U.G5.i7.16.256/
Lenovo,82XQ001GUS,5,1,363,USD,9,14,9 x 14,Windows 11 Home OS smartly manages your hardware and runs routine applications efficiently,Anti-glare screen reduces eyestrain and widens the field of view. The 1920 x 1080 resolution boasts impressive color and clarity,74000378438,10.1 pounds,https://www.bestbuy.com/site/Lenovo-82XQ001GUS/
Lenovo,21JR0019US,5,1,820,USD,8.63,0.71,8.63 x 0.71,"Experience enhanced productivity and advanced security with Windows 11 Pro. Enjoy a sleek interface, seamless multitasking, and robust enterprise-grade features for optimized workflow, increased efficiency, and peace of mind, empowering you to achieve more with confidence.","Indulge in breathtaking visuals on a 14"" WUXGA IPS display, boasting a crisp 1920x1200 resolution and 300nits brightness. Experience exceptional clarity and vibrant colors for an immersive and eye-catching viewing experience on your laptop.",74000378438,10.1 pounds,https://www.bestbuy.com/site/Lenovo-21JR0019US/
Samsung,GSRF NP730QDA-KA1US,2.4,7,700,USD,16.93,7.95,16.93 x 7.95,"Experience enhanced productivity and advanced security with Windows 11 Pro. Enjoy a sleek interface, seamless multitasking, and robust enterprise-grade features for optimized workflow, increased efficiency, and peace of mind, empowering you to achieve more with confidence.","Windows 11 has all the power and security of Windows 10 with a redesigned and refreshed look. It also comes with new tools, sounds, and apps. Every detail has been considered. All of it comes together to bring you a refreshing experience on your PC.",1.81E+11,4.8 pounds,https://www.bestbuy.com/site/Samsung-GSRF NP730QDA-KA1US/
Lenovo,21F6001CUS,2.4,7,1600,USD,8.93,0.67,8.93 x 0.67,"Experience enhanced productivity and advanced security with Windows 11 Pro. Enjoy a sleek interface, seamless multitasking, and robust enterprise-grade features for optimized workflow, increased efficiency, and peace of mind, empowering you to achieve more with confidence.","Indulge in breathtaking visuals on a 14"" WUXGA IPS display, boasting a crisp 1920x1200 resolution and 300nits brightness. Experience exceptional clarity and vibrant colors for an immersive and eye-catching viewing experience on your laptop.",1.81E+11,4.8 pounds,https://www.bestbuy.com/site/Lenovo-21F6001CUS/
Dell,D5J9K,2.4,7,960,USD,8,12,8 x 12,"Microsoft Windows 11 Pro gives you a user-friendly interface with useful features like the taskbar turning into the dock, the glass-like desktop, your favorite old widgets, and conveniently accessible snap layouts and groups that align side by side.",Anti-glare Screen reduces eyestrain and widens the field of view. The 1920 x 1080 resolution boasts impressive color and clarity,92592078925,4.8 pounds,https://www.bestbuy.com/site/Dell-D5J9K/
Lenovo,21HM000GUS,2.4,7,1600,USD,8.76,0.6,8.76 x 0.6,"Experience enhanced productivity and advanced security with Windows 11 Pro. Enjoy a sleek interface, seamless multitasking, and robust enterprise-grade features for optimized workflow, increased efficiency, and peace of mind, empowering you to achieve more with confidence.","Indulge in breathtaking visuals on a 14"" WUXGA IPS display, boasting a crisp 1920x1200 resolution and 300nits brightness. Experience exceptional clarity and vibrant colors for an immersive and eye-catching viewing experience on your laptop.",92592078925,4.8 pounds,https://www.bestbuy.com/site/Lenovo-21HM000GUS/
HP,89D96UTABA,5,1,1450,USD,8,12,8 x 12,"Microsoft Windows 11 Pro gives you a user-friendly interface with useful features like the taskbar turning into the dock, the glass-like desktop, your favorite old widgets, and conveniently accessible snap layouts and groups that align side by side.",Anti-glare Screen reduces eyestrain and widens the field of view. 1920 x 1200 resolution delivers amazing color and clarity,8.47E+11,2 lbs                                                                                                2 pounds,https://www.bestbuy.com/site/HP-89D96UTABA/
Lenovo,21J8002LUS,5,1,1250,USD,10.04,13.96,10.04 x 13.96,Windows 11 Pro,"Indulge in breathtaking visuals on a 16"" WQXGA IPS display, boasting a crisp 2560x1600 resolution and 400nits brightness. Experience exceptional clarity and vibrant colors for an immersive and eye-catching viewing experience on your laptop.",8.47E+11,2 lbs                                                                                                2 pounds,https://www.bestbuy.com/site/Lenovo-21J8002LUS/
Dell,XGY4R,5,1,950,USD,8,12,8 x 12,"Microsoft Windows 11 Pro gives you a user-friendly interface with useful features like the taskbar turning into the dock, the glass-like desktop, your favorite old widgets, and conveniently accessible snap layouts and groups that align side by side.",IPS technology offers wide viewing angles. The 1920 x 1080 resolution boasts impressive color and clarity,6.06E+11,0.25 pounds,https://www.bestbuy.com/site/Dell-XGY4R/
Lenovo,82XY0030US,4,3,800,USD,10,14.1,10 x 14.1,Windows 11 Home OS smartly manages your hardware and runs routine applications efficiently,Anti-glare screen reduces eyestrain and widens the field of view. 1920 x 1200 resolution delivers amazing color and clarity,56035368639,0.66 lb,https://www.bestbuy.com/site/Lenovo-82XY0030US/
Razer,RZ09-0482XEM3-R3U1,4.7,6,650,USD,8.66,12.59,8.66 x 12.59,"Precision-milled from a single aluminum block, the chassis achieves optimal strength-to-weight ratio complete with an anodized, scratch-resistant finish to protect it against the hazards of travelling.","Featuring the latest generation of NVIDIA GeForce RTX 40-Series laptop graphics, Blade 14 delivers 33% more graphics power than the previous generation. Enjoy playing at higher frames and greater visual fidelity than ever before, while staying on the go.",56035368639,0.66 lb,https://www.bestbuy.com/site/Razer-RZ09-0482XEM3-R3U1/
HP,840 G3-32354,4.1,34,319,USD,9.3,13.3,9.3 x 13.3,"Built for business. Protect your data with enterprise-grade security, log in from any device anywhere, and boost productivity with powerful management tools.",1366 x 768 resolution showcases your games and HD movies with impressive color and clarity. Energy-efficient LED backlight.,56035368639,0.66 lb,https://www.bestbuy.com/site/HP-840 G3-32354/
HP,840 G6,4,1,700,USD,9.3,13.3,9.3 x 13.3,"Built for business. Protect your data with enterprise-grade security, log in from any device anywhere, and boost productivity with powerful management tools.",1920 x 1080 resolution with native 1080p support to showcase your games and HD movies with impressive color and clarity. The TruBrite technology amps up color and clarity.,56035368639,0.66 lb,https://www.bestbuy.com/site/HP-840 G6/
ASUS,K3502ZA-DS51,1,1,900,USD,9,14,9 x 14,Anti-glare Screen reduces eyestrain and widens the field of view. The 1920 x 1080 resolution boasts impressive color and clarity,"Smart Octa-core (8 Core) processing performance. Intel Turbo Boost Technology delivers dynamic extra power when you need it, while increasing energy efficiency when you don't.",56035368639,0.66 lb,https://www.bestbuy.com/site/ASUS-K3502ZA-DS51/
Lenovo,21HK0006US,1,1,1700,USD,10.06,0.81,10.06 x 0.81,"Experience enhanced productivity and advanced security with Windows 11 Pro. Enjoy a sleek interface, seamless multitasking, and robust enterprise-grade features for optimized workflow, increased efficiency, and peace of mind, empowering you to achieve more with confidence.","Indulge in breathtaking visuals on a 16"" WUXGA IPS display, boasting a crisp 1920x1200 resolution and 300nits brightness. Experience exceptional clarity and vibrant colors for an immersive and eye-catching viewing experience on your laptop.",56035368639,0.66 lb,https://www.bestbuy.com/site/Lenovo-21HK0006US/
ASUS,GU605MY-G16.U94090,1,1,3300,USD,13.97,9.72,13.97 x 9.72,"Game, create, turn up the volume with family and friends - Windows 11 is the place for it all. With a fresh new feel and tools that make it easier to be efficient, it has whatever you need for what's next.","Meet Copilot in Windows – your AI-powered assistant for quick answers, creative inspiration, and focused tasks. Boost productivity with fast answers, image generation, and more. Elevate your Windows 11 experience and unleash creativity!",97855114693,4.8 pounds,https://www.bestbuy.com/site/ASUS-GU605MY-G16.U94090/
Dell,NYW3Y,1,1,1090,USD,9,14,9 x 14,"Microsoft Windows 11 Pro gives you a user-friendly interface with useful features like the taskbar turning into the dock, the glass-like desktop, your favorite old widgets, and conveniently accessible snap layouts and groups that align side by side.",IPS technology offers wide viewing angles. The 1920 x 1080 resolution boasts impressive color and clarity,97855114693,4.8 pounds,https://www.bestbuy.com/site/Dell-NYW3Y/
Dell,3RVDT,1,1,2620,USD,10,15,10 x 15,"Microsoft Windows 11 Pro gives you a user-friendly interface with useful features like the taskbar turning into the dock, the glass-like desktop, your favorite old widgets, and conveniently accessible snap layouts and groups that align side by side.",Anti-glare Screen reduces eyestrain and widens the field of view. The 1920 x 1080 resolution boasts impressive color and clarity,8.88E+11,4.8 pounds,https://www.bestbuy.com/site/Dell-3RVDT/
Dell,KPYT2,1,1,1700,USD,8,11,8 x 11,"Microsoft Windows 11 Pro gives you a user-friendly interface with useful features like the taskbar turning into the dock, the glass-like desktop, your favorite old widgets, and conveniently accessible snap layouts and groups that align side by side.",Anti-glare Screen reduces eyestrain and widens the field of view. 1920 x 1200 resolution delivers amazing color and clarity,8.88E+11,4.8 pounds,https://www.bestbuy.com/site/Dell-KPYT2/
ASUS,H7604JI-DS96T,3.6,14,650,USD,10.67,14.02,10.67 x 14.02,"Family, friends, passions, music, creations, games – Windows 11 is the one place for it all. With a fresh new feel and tools that make it easier to be efficient, it has what you need for whatever’s next.","3200 x 2000 OLED 16:10 aspect ratio with 120Hz refresh rate, 100% DCI-P3 color gamut, PANTONE Validated, TÜV Rheinland-certified with 4096 pressure-level MPP 2.0 stylus support (Stulys included with purchase)",8.88E+11,4.8 pounds,https://www.bestbuy.com/site/ASUS-H7604JI-DS96T/
Dell,3GCR6,1,1,4490,USD,10,15,10 x 15,"Microsoft Windows 11 Pro gives you a user-friendly interface with useful features like the taskbar turning into the dock, the glass-like desktop, your favorite old widgets, and conveniently accessible snap layouts and groups that align side by side.",Anti-glare Screen reduces eyestrain and widens the field of view. The 1920 x 1080 resolution boasts impressive color and clarity,8.88E+11,4.8 pounds,https://www.bestbuy.com/site/Dell-3GCR6/
Microsoft,GSRF 5W6-00001,1,1,1080,USD,9.6,13.4,9.6 x 13.4,"Brings back the Start menu from Windows 7 and introduces new features, such as the Edge web browser that lets you mark up web pages on your screen.","With Windows Ink compatible computers, you can take notes on-screen, mark up photos and screen shots, or create content through Ink enabled apps. <a href=""/windowsink"" target=""_blank"" >Learn more ›</a>",8.88E+11,4.8 pounds,https://www.bestbuy.com/site/Microsoft-GSRF 5W6-00001/
Microsoft,GSRF VEF-00001,1,1,1240,USD,8.79,12.1,8.79 x 12.1,"Brings back the Start menu from Windows 7 and introduces new features, such as the Edge web browser that lets you mark up web pages on your screen.",Natural finger-touch navigation makes the most of Windows 8. Its 2256 x 1504 resolution boasts impressive color and clarity. Energy-efficient LED backlight.,24066060495,0.3 pounds,https://www.bestbuy.com/site/Microsoft-GSRF VEF-00001/
Lenovo,21KK000EUS,5,1,860,USD,9.98,14.01,9.98 x 14.01,"Experience enhanced productivity and advanced security with Windows 11 Pro. Enjoy a sleek interface, seamless multitasking, and robust enterprise-grade features for optimized workflow, increased efficiency, and peace of mind, empowering you to achieve more with confidence.","Indulge in breathtaking visuals on a 14"" WUXGA IPS display, boasting a crisp 1920x1200 resolution and 300nits brightness. Experience exceptional clarity and vibrant colors for an immersive and eye-catching viewing experience on your laptop.",24066060495,0.3 pounds,https://www.bestbuy.com/site/Lenovo-21KK000EUS/
Dell,W6KXD,5,1,450,USD,8,12,8 x 12,"Microsoft Windows 11 Pro gives you a user-friendly interface with useful features like the taskbar turning into the dock, the glass-like desktop, your favorite old widgets, and conveniently accessible snap layouts and groups that align side by side.",IPS technology offers wide viewing angles. The 1920 x 1080 resolution boasts impressive color and clarity,8.46E+11,1 pounds,https://www.bestbuy.com/site/Dell-W6KXD/
Dell,6789,3.3,1250,173,USD,8,12,8 x 12,"This laptop is lightning fast, using an Intel Atom x5-Z8500 1.4 GHz processor.",Access up to 64 GB storage quickly and efficiently with 4 GB of Ram.,8.46E+11,1 pounds,https://www.bestbuy.com/site/Dell-6789/
ASUS,M1505YA-ES74,4.6,7,750,USD,9,14,9 x 14,Windows 11 Home OS smartly manages your hardware and runs routine applications efficiently.,With NanoEdge Display Screen Technology. The 1920 x 1080 resolution boasts impressive color and clarity.,8.46E+11,1 pounds,https://www.bestbuy.com/site/ASUS-M1505YA-ES74/
LG,GSRF 14Z90P-K.AAW5U1,4.6,7,1080,USD,8.47,12.34,8.47 x 12.34,Windows 11 Home OS smartly manages your hardware and runs routine applications efficiently.,"Windows 11 has all the power and security of Windows 10 with a redesigned and refreshed look. It also comes with new tools, sounds, and apps. Every detail has been considered. All of it comes together to bring you a refreshing experience on your PC.",8.46E+11,1 pounds,https://www.bestbuy.com/site/LG-GSRF 14Z90P-K.AAW5U1/
Lenovo,THINKPAD-C13-8-128,4.6,7,330,USD,8.47,12.34,8.47 x 12.34,Windows 11 Home OS smartly manages your hardware and runs routine applications efficiently.,"Windows 11 has all the power and security of Windows 10 with a redesigned and refreshed look. It also comes with new tools, sounds, and apps. Every detail has been considered. All of it comes together to bring you a refreshing experience on your PC.",8.48E+11,1 pounds,https://www.bestbuy.com/site/Lenovo-THINKPAD-C13-8-128/
